address,ppsqm,postal_code,lat,lon,travel_time,town
10 MARSILING DR,3699.1869918699185,730010,1.44080567418718,103.777318569996,45.43333333333333,WOODLANDS
10 PINE CL,5975.609756097561,391010,1.30915239429834,103.882242524292,23.533333333333335,GEYLANG
10 TECK WHYE AVE,4791.044776119403,680010,1.38047054647235,103.755211077169,43.1,CHOA CHU KANG
10 TELOK BLANGAH CRES,5271.186440677966,090010,1.27773153190559,103.819769431353,34.45,BUKIT MERAH
100 BEDOK NTH AVE 4,5022.388059701492,460100,1.3343559340081,103.939032711241,40.766666666666666,BEDOK
100 C'WEALTH CRES,4745.762711864407,140100,1.30770527644458,103.801272476263,31.9,QUEENSTOWN
100 LOR 1 TOA PAYOH,4779.411764705882,310100,1.33956400517882,103.848585713817,15.533333333333333,TOA PAYOH
100 WHAMPOA DR,5412.087912087913,320100,1.32077947735201,103.854348739922,13.666666666666666,KALLANG/WHAMPOA
101 ALJUNIED CRES,5186.567164179105,380101,1.32092275330579,103.883351967045,16.383333333333333,GEYLANG
101 ANG MO KIO AVE 3,6606.8376068376065,560101,1.37026158388486,103.839467898898,28.983333333333334,ANG MO KIO
101 BEDOK NTH AVE 4,6622.222222222223,460101,1.334484667124,103.937924710969,38.65,BEDOK
101 BEDOK RESERVOIR RD,4421.487603305785,470101,1.32844913301985,103.909937396599,36.25,BEDOK
101 BISHAN ST 12,6884.297520661157,570101,1.34485915828152,103.848400765185,19.55,BISHAN
101 BT BATOK WEST AVE 6,4753.731343283582,650101,1.34670636093149,103.746920663038,42.416666666666664,BUKIT BATOK
101 BT PURMEI RD,4883.122954651706,090101,1.27146256556443,103.825683545567,26.183333333333334,BUKIT MERAH
101 C'WEALTH CRES,5000.0,140101,1.30805159231327,103.800842814413,32.733333333333334,QUEENSTOWN
101 HENDERSON CRES,6148.648648648648,150101,1.29071799751539,103.821625207737,29.15,BUKIT MERAH
101 JLN RAJAH,5127.659574468085,321101,1.32880086167984,103.850782023537,21.15,KALLANG/WHAMPOA
101 JURONG EAST ST 13,5470.588235294118,600101,1.33701100762294,103.738787314099,44.21666666666667,JURONG EAST
101 LENGKONG TIGA,6000.0,410101,1.32515983382087,103.910888819332,26.983333333333334,BEDOK
101 PASIR RIS ST 12,5402.523673807116,510101,1.36705021516612,103.958181857039,42.733333333333334,PASIR RIS
101 POTONG PASIR AVE 1,6283.783783783784,350101,1.33315710123237,103.868380398922,5.983333333333333,TOA PAYOH
101 RIVERVALE WALK,4633.663366336634,540101,1.38276428975734,103.899272029115,20.833333333333332,SENGKANG
101 SERANGOON NTH AVE 1,4623.655913978495,550101,1.37103631988089,103.870360910842,22.35,SERANGOON
101 SIMEI ST 1,5234.375,520101,1.34071046807944,103.951272693025,33.266666666666666,TAMPINES
101 TAMPINES ST 11,5504.761904761905,521101,1.34739870794535,103.945292359327,37.11666666666667,TAMPINES
101 TECK WHYE LANE,5000.0,680101,1.37788964623982,103.754239909547,42.3,CHOA CHU KANG
101 TOWNER RD,6388.888888888889,322101,1.31942539040726,103.861087462608,6.916666666666667,KALLANG/WHAMPOA
101 WHAMPOA DR,5027.472527472528,323101,1.32041710187602,103.853813946402,12.533333333333333,KALLANG/WHAMPOA
101 WOODLANDS ST 13,5194.0298507462685,730101,1.43598159724925,103.781929846478,47.13333333333333,WOODLANDS
101 YISHUN AVE 5,4470.588235294117,760101,1.43051436432607,103.827650762432,39.1,YISHUN
101A LOR 2 TOA PAYOH,6690.140845070423,310101,1.33974126719163,103.847264187382,12.533333333333333,TOA PAYOH
101A PUNGGOL FIELD,4954.545454545454,821101,1.3979461677694,103.905945136259,21.416666666666668,PUNGGOL
101B LOR 2 TOA PAYOH,5782.312925170068,311101,1.33959884500115,103.847605414427,13.316666666666666,TOA PAYOH
101B PUNGGOL FIELD,5204.545454545454,822101,1.39784715104396,103.906436071245,20.45,PUNGGOL
101C PUNGGOL FIELD,4747.706422018349,823101,1.39809045787162,103.906569305679,19.6,PUNGGOL
101D PUNGGOL FIELD,4659.090909090909,824101,1.39848478483582,103.90614388692,20.283333333333335,PUNGGOL
102 ALJUNIED CRES,4774.390243902439,380102,1.32048087061174,103.882472846091,14.483333333333333,GEYLANG
102 ANG MO KIO AVE 3,6141.7322834645665,560102,1.37065009769471,103.839410339836,29.7,ANG MO KIO
102 BEDOK NTH AVE 4,5171.641791044776,460102,1.33390654765002,103.937458398204,39.18333333333333,BEDOK
102 BEDOK RESERVOIR RD,5074.626865671642,470102,1.32849187727623,103.90926515578,36.88333333333333,BEDOK
102 BISHAN ST 12,6603.305785123967,570102,1.3451431233477,103.847990805259,18.783333333333335,BISHAN
102 BT BATOK WEST AVE 6,4333.333333333333,650102,1.34745833930547,103.747473341114,44.016666666666666,BUKIT BATOK
102 BT PURMEI RD,5768.518518518518,090102,1.2717673800708,103.82662196779,24.4,BUKIT MERAH
102 C'WEALTH CRES,7090.909090909091,140102,1.30782464878023,103.800629787177,33.55,QUEENSTOWN
102 GANGSA RD,4801.369863013699,670102,1.37910762831305,103.768153816778,37.916666666666664,BUKIT PANJANG
102 HENDERSON CRES,5750.0,150102,1.290366187147,103.82157708445,28.7,BUKIT MERAH
102 HOUGANG AVE 1,4980.392156862745,530102,1.35496446293882,103.890855054687,15.1,HOUGANG
102 JLN DUSUN,6046.610169491525,320102,1.3278687431847,103.844209602863,19.733333333333334,KALLANG/WHAMPOA
102 JLN RAJAH,5191.489361702128,321102,1.32822306444761,103.851519753845,20.566666666666666,KALLANG/WHAMPOA
102 JURONG EAST ST 13,5375.0,600102,1.33609657873553,103.738219191663,43.81666666666667,JURONG EAST
102 LENGKONG TIGA,6400.0,410102,1.32557930714658,103.91065754789,27.9,BEDOK
102 PASIR RIS ST 12,4884.615384615385,510102,1.36748427336516,103.958041055125,42.21666666666667,PASIR RIS
102 POTONG PASIR AVE 1,6722.972972972973,350102,1.3336901273759,103.868810587506,4.416666666666667,TOA PAYOH
102 RIVERVALE WALK,5455.301251956182,540102,1.38180761026047,103.900893229708,23.3,SENGKANG
102 SIMEI ST 1,5336.538461538462,520102,1.34134724976252,103.951355074928,33.333333333333336,TAMPINES
102 TAMPINES ST 11,4884.615384615385,521102,1.34671616267656,103.945521388285,37.833333333333336,TAMPINES
102 TECK WHYE LANE,4380.165289256199,680102,1.377082841385,103.754394432037,38.016666666666666,CHOA CHU KANG
102 WOODLANDS ST 13,5320.89552238806,730102,1.43608294925148,103.781199565987,43.45,WOODLANDS
102A PUNGGOL FIELD,4772.727272727273,821102,1.39883318313425,103.905783553043,19.8,PUNGGOL
102B PUNGGOL FIELD,5077.272727272728,822102,1.39908525778671,103.905471407838,19.566666666666666,PUNGGOL
102C PUNGGOL FIELD,5000.0,823102,1.39876127750607,103.90493897318,21.033333333333335,PUNGGOL
102D PUNGGOL FIELD,4666.666666666667,824102,1.39848070795436,103.905249752459,21.3,PUNGGOL
103 AH HOOD RD,6588.983050847458,320103,1.32796267483785,103.844826964123,19.316666666666666,KALLANG/WHAMPOA
103 ANG MO KIO AVE 3,5043.685393258427,560103,1.37101657804604,103.839304839187,29.0,ANG MO KIO
103 BEDOK NTH AVE 4,5027.472527472528,460103,1.33348258777759,103.937542520091,36.583333333333336,BEDOK
103 BEDOK RESERVOIR RD,5017.857142857143,470103,1.32877022232019,103.909381354431,28.466666666666665,BEDOK
103 BISHAN ST 12,6570.247933884298,570103,1.34551249132105,103.848314162387,18.25,BISHAN
103 BT BATOK CTRL,4697.986577181208,650103,1.34807066149208,103.747896778752,44.71666666666667,BUKIT BATOK
103 CLEMENTI ST 14,5698.684432450666,120103,1.32258854750628,103.769176205799,41.03333333333333,CLEMENTI
103 GANGSA RD,5195.3125,670103,1.37867070821171,103.768538440957,37.78333333333333,BUKIT PANJANG
103 HENDERSON CRES,6013.513513513513,150103,1.28974209684545,103.821375681569,28.516666666666666,BUKIT MERAH
103 HOUGANG AVE 1,4212.962962962963,530103,1.35528223434405,103.89036014824,14.033333333333333,HOUGANG
103 JLN RAJAH,6584.355555555556,321103,1.32734143333539,103.852780650365,18.016666666666666,KALLANG/WHAMPOA
103 JURONG EAST ST 13,5650.0,600103,1.33668715015786,103.738059200285,43.11666666666667,JURONG EAST
103 LENGKONG TIGA,6017.9593134138595,410103,1.32585546338587,103.910598910975,28.75,BEDOK
103 PASIR RIS ST 12,4877.049180327869,510103,1.36769508123853,103.958404209993,42.03333333333333,PASIR RIS
103 RIVERVALE WALK,5440.993103448276,540103,1.38291146712108,103.901208583313,22.3,SENGKANG
103 SERANGOON NTH AVE 1,4780.219780219781,550103,1.37067353047523,103.870263924296,23.283333333333335,SERANGOON
103 SPOTTISWOODE PK RD,7118.64406779661,080103,1.27466096925721,103.835279824837,23.833333333333332,BUKIT MERAH
103 TAMPINES ST 11,5706.666666666667,520103,1.34769662535556,103.946229920882,36.916666666666664,TAMPINES
103 TECK WHYE LANE,4215.924528301887,680103,1.37713078246274,103.753555993761,38.3,CHOA CHU KANG
103 TOWNER RD,6392.857142857143,322103,1.32064381512285,103.861634081148,6.783333333333333,KALLANG/WHAMPOA
103 WOODLANDS ST 13,4387.755102040816,730103,1.4366212320968,103.78097673981,48.43333333333333,WOODLANDS
103 YISHUN RING RD,5022.388059701492,760103,1.43136934951878,103.828892847163,39.35,YISHUN
103A DEPOT RD,6333.333333333333,101103,1.28070197642689,103.813353428682,39.18333333333333,BUKIT MERAH
103A EDGEFIELD PLAINS,5272.727272727273,821103,1.39825531783982,103.904753996381,22.416666666666668,PUNGGOL
103B DEPOT RD,6675.0,102103,1.28073692384594,103.813135678562,39.05,BUKIT MERAH
103B EDGEFIELD PLAINS,4727.272727272727,822103,1.39773127538403,103.90468537415,22.566666666666666,PUNGGOL
103C EDGEFIELD PLAINS,5090.909090909091,823103,1.39726660845387,103.90453836308,22.983333333333334,PUNGGOL
104 ALJUNIED CRES,4652.173913043478,380104,1.32007895994221,103.882813553302,14.433333333333334,GEYLANG
104 BEDOK NTH AVE 4,5223.880597014926,460104,1.3332985212474,103.936601473643,39.18333333333333,BEDOK
104 BEDOK RESERVOIR RD,4421.487603305785,470104,1.32924536652386,103.909923721507,27.116666666666667,BEDOK
104 BT BATOK CTRL,4855.7692307692305,650104,1.34899500255547,103.747258218606,44.916666666666664,BUKIT BATOK
104 CLEMENTI ST 14,6821.192052980133,120104,1.32294968512724,103.769189152266,41.516666666666666,CLEMENTI
104 GANGSA RD,4657.534246575342,670104,1.37880399486152,103.76796875654,36.78333333333333,BUKIT PANJANG
104 HENDERSON CRES,5945.945945945946,150104,1.2893692748935,103.821538089569,27.166666666666668,BUKIT MERAH
104 JLN RAJAH,6296.2962962962965,321104,1.32780496961457,103.853262284564,21.183333333333334,KALLANG/WHAMPOA
104 LENGKONG TIGA,6027.397260273972,410104,1.32563496745023,103.909815198327,29.916666666666668,BEDOK
104 PASIR RIS ST 12,5319.672131147541,510104,1.36795278031259,103.958702645232,42.06666666666667,PASIR RIS
104 POTONG PASIR AVE 1,6015.500794912559,350104,1.3343391689203,103.869158899303,5.6,TOA PAYOH
104 RIVERVALE WALK,4773.431372549019,540104,1.38262745864985,103.900929877213,24.0,SENGKANG
104 SERANGOON NTH AVE 1,4736.842105263158,550104,1.37059316193953,103.871086801722,23.6,SERANGOON
104 SPOTTISWOODE PK RD,6254.572551144831,080104,1.27442754696062,103.834878784712,24.966666666666665,BUKIT MERAH
104 TAMPINES ST 11,5448.101265822785,520104,1.34720576651075,103.946641750013,38.0,TAMPINES
104 TOWNER RD,7122.84109799539,322104,1.31982354462646,103.860979745364,7.2,KALLANG/WHAMPOA
104 WHAMPOA DR,6568.6274509803925,323104,1.3207995912383,103.853327785421,11.183333333333334,KALLANG/WHAMPOA
104 WOODLANDS ST 13,4576.923076923077,730104,1.43646587087026,103.781576865168,47.86666666666667,WOODLANDS
104A ANG MO KIO ST 11,7842.658691877292,560104,1.37182700854497,103.838803655863,33.13333333333333,ANG MO KIO
104A DEPOT RD,6450.0,101104,1.28045561330579,103.812317740785,39.85,BUKIT MERAH
104A EDGEFIELD PLAINS,4931.818181818182,821104,1.3968057047795,103.905054187798,23.5,PUNGGOL
104B ANG MO KIO ST 11,6199.776785714286,561104,1.37151151416054,103.838458787545,29.416666666666668,ANG MO KIO
104B DEPOT RD,6411.206896551725,102104,1.28049143987378,103.812100811742,39.45,BUKIT MERAH
104B EDGEFIELD PLAINS,5022.222222222223,822104,1.39660886204199,103.905303792463,22.866666666666667,PUNGGOL
105 ALJUNIED CRES,5582.644628099173,380105,1.31946862097465,103.882751492944,14.016666666666667,GEYLANG
105 ANG MO KIO AVE 4,5190.217391304348,560105,1.37231328287072,103.837601112788,32.333333333333336,ANG MO KIO
105 BEDOK NTH AVE 4,4970.231261276038,460105,1.33372280929,103.936517719048,39.96666666666667,BEDOK
105 BEDOK RESERVOIR RD,4874.807987711213,470105,1.32914437941094,103.909112780576,28.033333333333335,BEDOK
105 BISHAN ST 12,6691.1057692307695,570105,1.34589493632505,103.847365252767,16.033333333333335,BISHAN
105 BT PURMEI RD,5667.835437120149,090105,1.27248301325334,103.824703021719,24.833333333333332,BUKIT MERAH
105 GANGSA RD,4900.9740259740265,670105,1.37831242120574,103.767763308976,35.86666666666667,BUKIT PANJANG
105 HENDERSON CRES,4953.846153846154,150105,1.29021420176947,103.822356844711,28.3,BUKIT MERAH
105 JLN RAJAH,6292.640692640693,320105,1.32857909987613,103.85387252356,19.983333333333334,KALLANG/WHAMPOA
105 JURONG EAST ST 13,5532.967032967033,600105,1.33738746819329,103.738527627347,43.583333333333336,JURONG EAST
105 PASIR RIS ST 12,4889.3442622950815,510105,1.36847895344914,103.957111490512,42.96666666666667,PASIR RIS
105 POTONG PASIR AVE 1,6101.351351351352,350105,1.3344146057866,103.86869426623,6.083333333333333,TOA PAYOH
105 RIVERVALE WALK,4631.147540983607,540105,1.38215613071495,103.900711925224,24.3,SENGKANG
105 SERANGOON NTH AVE 1,5666.666666666667,550105,1.37024745860601,103.870225980491,24.716666666666665,SERANGOON
105 SIMEI ST 1,6164.3835616438355,520105,1.34092459427981,103.950742498791,34.65,TAMPINES
105 TAMPINES ST 11,5200.0,521105,1.3480931246949,103.947177564477,38.666666666666664,TAMPINES
105 TECK WHYE LANE,4223.300970873786,680105,1.37765001961331,103.7529943035,42.166666666666664,CHOA CHU KANG
105 TOWNER RD,6777.546777546777,321105,1.32048559152829,103.861074545823,7.433333333333334,KALLANG/WHAMPOA
105 WOODLANDS ST 13,4593.406593406594,730105,1.43684476168491,103.781579113316,47.3,WOODLANDS
105A DEPOT RD,8532.608695652174,101105,1.28107116546835,103.811405730352,39.28333333333333,BUKIT MERAH
105A EDGEFIELD PLAINS,5252.525252525253,821105,1.3969413315622,103.905729497383,21.85,PUNGGOL
105B EDGEFIELD PLAINS,5294.444444444444,822105,1.39720646427031,103.906002280084,22.083333333333332,PUNGGOL
105C EDGEFIELD PLAINS,5044.444444444444,823105,1.39767203537129,103.905598767902,22.066666666666666,PUNGGOL
105D EDGEFIELD PLAINS,4853.535353535353,824105,1.39717530895925,103.905229593145,22.733333333333334,PUNGGOL
106 ALJUNIED CRES,5326.686567164179,380106,1.31905494962151,103.882900918125,15.05,GEYLANG
106 ANG MO KIO AVE 4,5107.351351351352,560106,1.37193370323489,103.837486061851,31.683333333333334,ANG MO KIO
106 BEDOK NTH AVE 4,5722.222222222223,460106,1.33445895034228,103.937087136194,38.63333333333333,BEDOK
106 BEDOK RESERVOIR RD,4725.274725274725,470106,1.32950152189669,103.909381688756,27.133333333333333,BEDOK
106 BISHAN ST 12,6362.179487179487,570106,1.34610070068315,103.847847191353,16.3,BISHAN
106 BT BATOK CTRL,4992.109992810927,650106,1.3482223088624,103.74718849849,44.11666666666667,BUKIT BATOK
106 GANGSA RD,4657.534246575343,670106,1.3779019997366,103.767412279054,37.416666666666664,BUKIT PANJANG
106 HENDERSON CRES,5987.6543209876545,150106,1.28942452424589,103.822305493842,26.716666666666665,BUKIT MERAH
106 HOUGANG AVE 1,5099.041827897549,530106,1.3537029714401,103.890680792553,20.833333333333332,HOUGANG
106 JLN DUSUN,5611.111111111111,320106,1.32855771177594,103.844796773619,19.483333333333334,KALLANG/WHAMPOA
106 JLN RAJAH,5806.451612903225,321106,1.32847655795117,103.854698874866,18.383333333333333,KALLANG/WHAMPOA
106 JURONG EAST ST 13,5600.0,600106,1.33724965052823,103.737674650927,44.083333333333336,JURONG EAST
106 LENGKONG TIGA,6301.369863013699,410106,1.32508845931345,103.91000876961,28.566666666666666,BEDOK
106 PASIR RIS ST 12,4673.722743912143,510106,1.36801255048337,103.95765313312,42.266666666666666,PASIR RIS
106 POTONG PASIR AVE 1,6513.17984651318,350106,1.33410033566662,103.868171273744,6.666666666666667,TOA PAYOH
106 RIVERVALE WALK,4561.98347107438,540106,1.38249729178426,103.900321341916,23.283333333333335,SENGKANG
106 SERANGOON NTH AVE 1,5333.333333333333,550106,1.37024462107298,103.87082295041,24.916666666666668,SERANGOON
106 SIMEI ST 1,5336.538461538462,520106,1.34188521733435,103.950833481196,34.416666666666664,TAMPINES
106 SPOTTISWOODE PK RD,6250.0,080106,1.27356673846343,103.83405815603,28.1,BUKIT MERAH
106 TAMPINES ST 11,4958.646616541353,521106,1.34753918631699,103.94767543125,36.11666666666667,TAMPINES
106 TECK WHYE LANE,4931.506849315068,680106,1.37795798795128,103.752931630674,42.81666666666667,CHOA CHU KANG
106 TOWNER RD,6599.6,322106,1.32102001237887,103.860997837489,8.183333333333334,KALLANG/WHAMPOA
106 YISHUN RING RD,4955.223880597015,760106,1.43147861432349,103.827452004212,41.95,YISHUN
106A DEPOT RD,6550.0,101106,1.28061364977894,103.810967870883,34.766666666666666,BUKIT MERAH
106A PUNGGOL FIELD,5227.272727272727,821106,1.3966048607668,103.90834413446,20.95,PUNGGOL
106B DEPOT RD,6451.949025487256,102106,1.28064950442563,103.810750913525,34.46666666666667,BUKIT MERAH
106B PUNGGOL FIELD,5355.555555555556,822106,1.39709453228144,103.907955363138,21.5,PUNGGOL
106C PUNGGOL FIELD,4909.090909090909,823106,1.39736664207497,103.907562230122,21.416666666666668,PUNGGOL
106D PUNGGOL FIELD,5136.363636363636,824106,1.39762606734892,103.907358127148,21.05,PUNGGOL
107 ALJUNIED CRES,5604.395604395604,380107,1.31896465338811,103.884287246879,17.6,GEYLANG
107 ANG MO KIO AVE 4,5675.675675675676,560107,1.37138400081003,103.837381409794,29.416666666666668,ANG MO KIO
107 BEDOK NTH RD,5014.925373134329,460107,1.33231740745783,103.936301267285,35.68333333333333,BEDOK
107 BEDOK RESERVOIR RD,5343.2835820895525,470107,1.32987028916159,103.909220387915,26.766666666666666,BEDOK
107 BISHAN ST 12,6761.9047619047615,570107,1.34641761420969,103.847920706844,15.916666666666666,BISHAN
107 BT BATOK WEST AVE 6,4387.796336206897,650107,1.34781088479752,103.746608758355,43.11666666666667,BUKIT BATOK
107 BT PURMEI RD,5812.5970149253735,090107,1.27310165475122,103.824508572172,25.183333333333334,BUKIT MERAH
107 GANGSA RD,5465.753424657534,670107,1.37798469700849,103.766714651133,37.06666666666667,BUKIT PANJANG
107 JLN BT MERAH,4809.523809523809,160107,1.27983690191197,103.824757769108,29.233333333333334,BUKIT MERAH
107 JLN RAJAH,5836.110708592958,320107,1.32785332684887,103.854993724632,16.833333333333332,KALLANG/WHAMPOA
107 LOR 1 TOA PAYOH,4858.208955223881,310107,1.34123358840729,103.847294021513,13.816666666666666,TOA PAYOH
107 PASIR RIS ST 12,4831.7307692307695,510107,1.36750966709317,103.957518917808,43.11666666666667,PASIR RIS
107 POTONG PASIR AVE 1,5716.216216216216,350107,1.33470936894148,103.86841323904,7.15,TOA PAYOH
107 RIVERVALE WALK,4793.388429752066,540107,1.38300501325196,103.900272453522,23.216666666666665,SENGKANG
107 SERANGOON NTH AVE 1,5059.730848861283,550107,1.36990040378361,103.870224884545,25.016666666666666,SERANGOON
107 SIMEI ST 1,5576.923076923077,520107,1.3421611396727,103.950489942022,35.36666666666667,TAMPINES
107 TAMPINES ST 11,5210.145893466282,521107,1.34836421842072,103.948158723814,36.016666666666666,TAMPINES
107 TOWNER RD,6543.20987654321,321107,1.31933733566872,103.860225974926,8.95,KALLANG/WHAMPOA
107 YISHUN RING RD,5156.7164179104475,760107,1.4322213507358,103.827555124846,41.95,YISHUN
107A EDGEFIELD PLAINS,4909.090909090909,821107,1.39719879396476,103.906825785664,21.766666666666666,PUNGGOL
107B EDGEFIELD PLAINS,5090.909090909091,822107,1.39683723523598,103.907248151565,22.683333333333334,PUNGGOL
107C EDGEFIELD PLAINS,5068.181818181818,823107,1.39662152089139,103.907600724822,22.883333333333333,PUNGGOL
107D EDGEFIELD PLAINS,4800.0,824107,1.39623803491797,103.908007315128,21.666666666666668,PUNGGOL
108 ALJUNIED CRES,5034.61262553802,380108,1.31901276113362,103.885168792784,18.733333333333334,GEYLANG
108 ANG MO KIO AVE 4,5597.014925373134,560108,1.37094273993861,103.837974822369,30.916666666666668,ANG MO KIO
108 BEDOK NTH RD,5320.89552238806,460108,1.3327400821369,103.936223521869,35.45,BEDOK
108 BEDOK RESERVOIR RD,4911.458333333334,470108,1.33023192210361,103.909386968106,25.766666666666666,BEDOK
108 BT PURMEI RD,5465.641025641025,090108,1.2733573140352,103.825345821846,26.8,BUKIT MERAH
108 C'WEALTH CRES,5189.855072463768,140108,1.30754731967127,103.799088583204,35.86666666666667,QUEENSTOWN
108 GANGSA RD,4406.769517223034,670108,1.37759685167022,103.767227214144,36.516666666666666,BUKIT PANJANG
108 JLN BT MERAH,5554.054054054053,160108,1.27922008833835,103.825441382185,28.766666666666666,BUKIT MERAH
108 JLN RAJAH,6545.466508751151,320108,1.32838935725024,103.855750872335,17.783333333333335,KALLANG/WHAMPOA
108 JURONG EAST ST 13,4728.260869565217,600108,1.33828303068105,103.737102099236,52.68333333333333,JURONG EAST
108 LENGKONG TIGA,6883.561643835616,410108,1.32456370966495,103.91013096847,27.983333333333334,BEDOK
108 LOR 1 TOA PAYOH,5151.515151515152,310108,1.34155252910062,103.847295147125,14.966666666666667,TOA PAYOH
108 MCNAIR RD,6632.211538461539,321108,1.3216190383169,103.859382719506,12.083333333333334,KALLANG/WHAMPOA
108 PASIR RIS ST 12,5754.106095430725,510108,1.36747877864087,103.95701769761,44.18333333333333,PASIR RIS
108 RIVERVALE WALK,5004.39603960396,540108,1.38281168591309,103.899782887436,22.733333333333334,SENGKANG
108 SERANGOON NTH AVE 1,5503.623188405797,550108,1.36990140336943,103.87120683593,25.916666666666668,SERANGOON
108 SIMEI ST 1,5240.138319672131,520108,1.34301954085884,103.951007442775,35.05,TAMPINES
108 TAMPINES ST 11,5270.27027027027,521108,1.34786646438205,103.94856161626,37.6,TAMPINES
108 TECK WHYE LANE,4784.657534246575,680108,1.378324137359,103.752950750544,43.333333333333336,CHOA CHU KANG
108 YISHUN RING RD,5220.588235294118,760108,1.43232355080911,103.829071971177,39.516666666666666,YISHUN
108B MCNAIR RD,7837.272727272727,323108,1.31998124429925,103.859005144914,10.833333333333334,KALLANG/WHAMPOA
108C MCNAIR RD,7631.578947368421,324108,1.31984417513752,103.859462494536,10.033333333333333,KALLANG/WHAMPOA
109 ALJUNIED CRES,5958.333333333334,380109,1.31939291785822,103.884439876207,18.366666666666667,GEYLANG
109 ANG MO KIO AVE 4,5492.537313432836,560109,1.37009653758337,103.837687775294,29.366666666666667,ANG MO KIO
109 BEDOK NTH RD,4900.196818107266,460109,1.33205316021213,103.93493510232,32.6,BEDOK
109 BEDOK RESERVOIR RD,5268.6567164179105,470109,1.32963136613535,103.909902161479,26.083333333333332,BEDOK
109 BISHAN ST 12,6523.809523809524,570109,1.34675059587742,103.847990168368,15.25,BISHAN
109 BT BATOK WEST AVE 6,5423.728813559322,650109,1.34700376747987,103.746170410388,41.1,BUKIT BATOK
109 BT PURMEI RD,5500.0,090109,1.27392939929265,103.825310761145,26.85,BUKIT MERAH
109 C'WEALTH CRES,5115.733333333334,140109,1.30724943075855,103.798938288338,34.8,QUEENSTOWN
109 CLEMENTI ST 11,4925.373134328358,120109,1.32189101790957,103.770595265822,35.11666666666667,CLEMENTI
109 GANGSA RD,5059.523809523809,670109,1.37736736489734,103.767748758874,36.95,BUKIT PANJANG
